wavelength flux unc
4.600000000000000000e+03 8.299946784973144531e-03 2.972999587655067444e-03
4.601000000000000000e+03 1.285733282566070557e-02 2.844436094164848328e-03
4.602000000000000000e+03 1.100973039865493774e-02 2.840795088559389114e-03
4.603000000000000000e+03 4.810680169612169266e-03 2.763400785624980927e-03
4.604000000000000000e+03 3.286833176389336586e-03 2.831179881468415260e-03
4.605000000000000000e+03 6.630243267863988876e-03 2.846486167982220650e-03
4.606000000000000000e+03 1.060537807643413544e-02 2.852845238521695137e-03
4.607000000000000000e+03 1.586496829986572266e-02 2.810801379382610321e-03
4.608000000000000000e+03 -6.015087477862834930e-03 2.856459701433777809e-03
4.609000000000000000e+03 1.267348416149616241e-03 2.723383717238903046e-03
4.610000000000000000e+03 6.069660303182899952e-04 2.824324183166027069e-03
4.611000000000000000e+03 6.034929305315017700e-03 2.729826373979449272e-03
4.612000000000000000e+03 1.006934558972716331e-03 2.733906498178839684e-03
4.613000000000000000e+03 8.893377147614955902e-03 2.764248754829168320e-03
4.614000000000000000e+03 6.042568013072013855e-03 2.783377887681126595e-03
4.615000000000000000e+03 6.550589110702276230e-03 2.714647212997078896e-03
4.616000000000000000e+03 -1.238709432072937489e-03 2.747941529378294945e-03
4.617000000000000000e+03 -3.716880455613136292e-03 2.682112623006105423e-03
4.618000000000000000e+03 2.808112418279051781e-03 2.693388145416975021e-03
4.619000000000000000e+03 3.841430181637406349e-03 2.714713802561163902e-03
4.620000000000000000e+03 4.760378971695899963e-03 2.691918751224875450e-03
4.621000000000000000e+03 1.176843070425093174e-03 2.694359514862298965e-03
4.622000000000000000e+03 7.511592935770750046e-03 2.709245542064309120e-03
4.623000000000000000e+03 4.127549007534980774e-03 2.608616137877106667e-03
4.624000000000000000e+03 2.535441424697637558e-03 2.649392234161496162e-03
4.625000000000000000e+03 8.880764245986938477e-03 2.649689558893442154e-03
4.626000000000000000e+03 7.200087420642375946e-03 2.590997610241174698e-03
4.627000000000000000e+03 1.532374881207942963e-03 2.594445366412401199e-03
